title,price,image_urls
Welding Helmet Welding Mask Light PP 1mm Sparkproof CO2 Darkening Welding Security Automatic Light Change,1099,"https://ke.jumia.is/CstitDnO1youEvHfF9NCVKnOuNE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/20/39475/1.jpg?5566"
New Women Long Sleeve Cardigan Casual Blazer Jacket Coat Outwear Solid Casual,1699,"https://ke.jumia.is/ZdehxYsZ6e5KGdlwNDttwpn6G4I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/63475/1.jpg?3382"
Women Blades Flash Round Buckle Three-Point Style Bind Split Stylish Swimsuit,3299,"https://ke.jumia.is/ijLIIT_7OZCD4aasxIBrnK0uOFQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/20475/1.jpg?1315"
Women Vintage Long Sleeve Party Evening Loose Ball Gown Long Maxi Dress Green,4999,"https://ke.jumia.is/4tYAz7likBtZlfCSoS4uU-e8Gik=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/54/93294/1.jpg?4033"
Fashion Sexy Womens Hollow Lace Waist Jumpsuits Tunic Jumpsuit Clubwear,3199,"https://ke.jumia.is/34gK6_qrT7UCdsLNy3US_q_eIqA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/28/40975/1.jpg?8025"
Women Tee Lips Printed Long Sleeve Crewneck O Neck Jumper Pullover Top T-Shirt,4799,"https://ke.jumia.is/eeNXslL_uEyYZjOrs5NcVoLvYuI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/20975/1.jpg?8000"
"Women Fashion Europe and America Short Sleeved Loose Chiffon Strapless Dress, Size: XL(Red)",1009,"https://ke.jumia.is/0P1oVeI5VXJfeTtqyQpBp6CeIfE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/95675/1.jpg?7447"
Women Lady Sexy Choker Lace Fun Lingerie Underwear Sleepwear Nightwear,1441,"https://ke.jumia.is/JK5fRqSDaW9L64LOzWTd4SvLvjw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/39/56575/1.jpg?8960"
Women Dress Beautiful Off Shoulder High Elasticity Binding Band Fashionable,702,"https://ke.jumia.is/EXSciS5GTIF8vFW78MuhgIOnhak=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/97/55175/1.jpg?8009"
"A Seamless Wedding Dress No Trace Underwear Strapless Silicone Bra Invisible Bra, Size: 32/70 (A/B Common)(Apricot)",1003,"https://ke.jumia.is/wbPHbLE_1HBkd3qxuJ15DyXk0Vw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/04/88665/1.jpg?6775"
Summer New Women Loose Word Chiffon Shirt Bat Shirt Irregular Printing Black And White Large Plaid Shirt （China Size）,437,"https://ke.jumia.is/vDSvwK6wtGXPKrF41GFk18zs45I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/45/74055/1.jpg?1931"
Women's Sexy Slim Velvet Button Long Sleeves Stylish Jumper Blouse Top T-Shirt,1144,"https://ke.jumia.is/bhkwe96gQmkkFYlJfQmIsmD88j8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/96/77375/1.jpg?9162"
Women Dot Push-up Pad Multi-Colored Swimsuit Suit Bikini Set Bra Swimwear Summer,1634,"https://ke.jumia.is/Y21HJ2NWhdD8ak_L8GKCRHTq7S8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/26375/1.jpg?8412"
New Womens Stretch Mom Life Letter Print Short Sleeve Summer Blouse T-Shirts,1042,"https://ke.jumia.is/MmZD2DcUUnmU0T56OH1O5sliRmY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/29275/1.jpg?4743"
THERE'S NO CRYING IN BASEBALL Women Short Sleeve Top Letter Print T Shirt,1489,"https://ke.jumia.is/YlGsNREn_IyV2xqDPd2lh65eLMM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/56/84275/1.jpg?9681"
Womens Summer Glasses Printed T-Shirts Short Sleeve O Neck Tops Grey Tees Blouse,831,"https://ke.jumia.is/PJf3tWmyi0NmsFJ62GR6AyfD_k0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/70/45175/1.jpg?7962"
Womens Camouflage Short Sleeve V Neck Lace Up Sexy Tops Loose T Shirt 2XL,1187,"https://ke.jumia.is/u6fYJfAmgu-9lQTB27xht4HD39Q=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/25175/1.jpg?7931"
"Women Fashion Sexy Strapless Loose Style Short Sleeve T-shirt, Size: L(Yellow)",865,"https://ke.jumia.is/36atyBPL3R4CxypjksdCzPX_2Gk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/46/26865/1.jpg?1038"
"Christmas Cartoon Elk Printing Pattern Long Sleeves Gauze Dress, Size: M",1236,"https://ke.jumia.is/Y4D-oDLaWexXE1E5z4J1wf_SaVY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/67/65865/1.jpg?0855"
"Women Summer Elegant Flower Print Casual Vintage Bohemian Beach Dress, L",904,"https://ke.jumia.is/nP9jzLeEFHcew50cy6GJ1oRUbII=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/64/65865/1.jpg?0845"
"Product Print Flower Sea Pattern Dress Beach Dress, Size: XXL(Blue)",1291,"https://ke.jumia.is/3XqBm43mWV-9RxsCOVdoYJio0_M=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/63/65865/1.jpg?0842"
"Women Fashion Sexy Elegant One Shoulder Furcal High-end Evening Long Dress, Size: L(Black)",977,"https://ke.jumia.is/uUmNOlMELAIgsDvyMYKp1jatA7o=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/31/45865/1.jpg?0780"
"Women Fashion Europe And America V Collar Long Sleeved Loose Chiffon Shirt With Pocket, Size: M(Army Green)",1396,"https://ke.jumia.is/lQCLri4VLkSOtJTfMowi-0kawMU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/54865/1.jpg?0549"
"Style Female European And American Sexy V Neck Long Sleeve Chiffon Blouse, Size: 4XL (Blue)",2299,"https://ke.jumia.is/naowThiaoabiRSnsc3eqNE1h6mg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/14865/1.jpg?0445"
"Unisex Cotton Blank Round Neck Short Sleeve Solid Color Slim Tops Advertising T-shirt, (Receive Pictures Customization), Size: 2XL (Grey)",3499,"https://ke.jumia.is/trFKXEkUX4VgJWjKm7M7ZS8Q4U8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/33/93865/1.jpg?0369"
"Women Short Sleeve Sunflower Pattern Casual Crop Tops Round Neck Loose T-shirt, Size: M",2599,"https://ke.jumia.is/g1m2Gbs54BOmjlWLTR6El1SBCJk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/57/11865/1.jpg?9163"
White Peplum With Floral Detail,3899,"https://ke.jumia.is/pxiBEtV1K3QROOkjB25ZqSDqiXE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/06/02665/1.jpg?7101"
LIGHT BLUE Real Shot New Spring Autumn New Women Romper Embroidery Elastic Cowboy Belt Pants Loose Casual Jumpsuit27,3099,"https://ke.jumia.is/kzGQNIVXKcIEidTl0mntxyy-_PE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/61/76055/1.jpg?2694"
New Fashion Cotton Hooded Women Jacket Winter Casual Thin Women Coat Slim Warm Women's Padded Outwear Chaquetas Mujer (China Size),4699,"https://ke.jumia.is/KWnJ6xccSTJ75y_q6sfqqyv3sw4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/09/61055/1.jpg?1004"
Sexy lingerie Perspective Panty Pearl Open Lace Sheer Lace Underwear low waist underwear-white,3199,"https://ke.jumia.is/PnlAYqOWLo_OSg01hQecJigU7c8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/27/05535/1.jpg?7924"
Sexy lingerie Lady Sexy  Panties Lace Bow T-Shirt Sequin Thong  low waist underwea for Women-blue,4799,"https://ke.jumia.is/2ghpA-CtKij0lFFFt0P9SDOR1Qg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/23/05535/1.jpg?8336"
Plus Size Open Shoulder Asymmetric Tunic Top - Gray,2899,"https://ke.jumia.is/KZCeVkTVZr7ot45Iz-cxlfUb0rk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/50135/1.jpg?9889"
Red Queens are born Hoodie,4399,"https://ke.jumia.is/h7DitlMUqsbn9MmMEgoBJGokKQk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/37/94905/1.jpg?3372"
Navy Blue And Red Dress With Lace Detail,1599,"https://ke.jumia.is/BlRS0Ypl_l9YFXh-1UHSnvQixQ0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/81/90494/1.jpg?7698"
ZANZEA Women  V-neck Embroidery Off Shoulder Tassel 3/4 Sleeve Loose Casual Party Blouse Shirt Tops Blusas,2399,"https://ke.jumia.is/0UmtucyI1mIbEWZ1PTi28SK1ag0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/64/88294/1.jpg?7565"
"Woman Temperament Fashion Water Blue Pear Blossom Pattern Retro Line Long-style Cheongsam, Size: S",1399,"https://ke.jumia.is/P7WA-D8A6n5ZuJ8AIyVDIE-qkak=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/51285/1.jpg?5674"
"Woman Short Sleeve Blue and White Porcelain Pattern Slim Above Knee Dress Sides Split Linen Cheongsam, Size: 2XL",2099,"https://ke.jumia.is/3nIC4lmfZRp72JtnbKjyYnCiOOo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/08/29185/1.jpg?5102"
"Towel Hanging Neck Wrapped Chest Thoracic Hanging Breast Little White Bear Stars Pattern Wireless Bra Halter Big Breathable Bath Towel Soft Comfort Underwear Bras, Size: M, Suitable for DDD-E Cup(Yellow)",1399,"https://ke.jumia.is/x1cDb5NZzYbUHo_52fPgBd7VDXI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/11/78675/1.jpg?8077"
"Women Fashion Sexy Round Collar Short Sleeved Pocket Dress, Size: 3XL(Blue)",2099,"https://ke.jumia.is/fJqgawSwaG9BRxGysVN4LD6lXCY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/47675/1.jpg?7812"
Women Seamless Breathable Stretchy Underwear Low Waist Panties Briefs(Wine Red),1499,"https://ke.jumia.is/Iu8ossrwp453rwIqwz3Cc_CVSQs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/42/96675/1.jpg?7691"
New Women Boho Vintage Long Maxi V-neck Dress Evening Party Cocktail Sundress,2299,"https://ke.jumia.is/R9GcvehsfXXpUCqm9ARl7lJ6ypc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/84375/1.jpg?7131"
UK Womens Push Up Bikini Bra Swimwear Swimsuit 2Pcs Set Beachwear Bathing Suit,2500,"https://ke.jumia.is/yVqMQBYRn5PWx8TgV5BdN-ejbkE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/04375/1.jpg?6975"
Women Sport Shorts Waistband Pants Yoga Sports Pants Elastic Workout Skinny,4699,"https://ke.jumia.is/cucIXmrDL_sce1WxekBYyIYPXZY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/02275/1.jpg?0493"
Women Vogue Sexy Lingerie Backless Lace Splicing V Neck Slim Dress Sleepwear,6265,"https://ke.jumia.is/KGUAwqSuo23K4Dk1OBIh1a8vS2U=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/44/85175/1.jpg?8085"
Fashion American Flag US Star Tee Casual Tops Vest Sleeveless Crop Loose Blouse,3799,"https://ke.jumia.is/fyuT6IpJb729-UF9GrO0Q7iC99I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/12/85175/1.jpg?8079"
"Women Fashion Leisure Style LOVE Number Pattern Long Sleeve Sweater, Size: S(Grey)",5065,"https://ke.jumia.is/c9eQqR2S_qTJBB0B-jXDvCCGUdk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/11/16865/1.jpg?0995"
"2018 Product European And American Style Print Retro Lemon Pattern Skirt Half-body Skirt, Size: XXL(Red)",472,"https://ke.jumia.is/zUpwhSzXF2s3cYyX2X2W4mcsjkU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/28/65865/1.jpg?0857"
"Woman Christmas Elk Bells Pattern Sleeveless Round Neck Tank Dress, Size: L",674,"https://ke.jumia.is/n4e6ddquMqxhitf_gC5R5aOql2I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/56/64865/1.jpg?0595"
"Women Christmas Candle Printing Pattern Long Sleeves Dress Skirt, Size: XL",437,"https://ke.jumia.is/lPuxvDr4WPOK1TfznP_o46_COHI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/02/71865/1.jpg?9428"
"Woman Summer Flower Print Sexy Off Shoulder Side Split Maxi Dress Black, Size: L",624,"https://ke.jumia.is/kf-wYTWO5ocGrq0O-tGp5_SY8I0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/21865/1.jpg?9189"
"Female European And American Sexy V Neck Short Sleeve Milk Silk Solid Color Slim Tops T-shirt, Size: 3XL (Black)",1300,"https://ke.jumia.is/cy2GYWQpWqS6PHynh4pcQoWVmBw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/77/11865/1.jpg?9163"
(1 Pair )PAWACA Summer Driving Cuffs Long Thin Ice Slik Sunscreen Cuffs ,1238,"https://ke.jumia.is/OuvLGnpXELwUstOwQ_ISGlbfXcs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/86/64665/1.jpg?3787"
New Women Print Printed Collar Strapless Shirt Flared Sleeve Casual Loose Irregular Shirt （China Size）,1592,"https://ke.jumia.is/Vd8RSP8clWsQ7FVIjtkqD59tOR8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/44/92055/1.jpg?0346"
Green Two Piece Suits Women Suit Pants Two-piece Suit Clothing Two Piece Set Women Clothing Set Camouflage T-shirt+Pants,1399,"https://ke.jumia.is/GBSBJwo9-RoHKSVu0wQuzum5EjI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/51/72055/1.jpg?1334"
Grey Women T-shirt Spring Summer New Dinosaur Monster Pattern Print Lady Short Sleeve T-shirt,1865,"https://ke.jumia.is/aydr67CF8_JIQTabp5mtyjd30JE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/29/22055/1.jpg?1180"
Floral Patched Raglan Sleeve Drawstring Hoodie - ARMY GREEN,3499,"https://ke.jumia.is/LQIpSOUSwpMNAULd7d7_4VDStP0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/70/78403/1.jpg?1988"
"Woman Short Sleeve Plaid Print Slim Above Knee Dress Cheongsam, Size: 2XL",4665,"https://ke.jumia.is/7tji5EXMu7eCTOwBngWKtyZ1qeI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/50/92285/1.jpg?6021"
"Woman Temperament Fashion Magenta Rose Pattern Retro Line Long-style Cheongsam, Size: S",1599,"https://ke.jumia.is/ANkjFVzc7s5RcAuvIdeRomTLgqA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/46/51285/1.jpg?5684"
How About Them T-Shirt Without Necklace,2132,"https://ke.jumia.is/Xa6EPlSv7KOBRDzGqV-6e-FYmmI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/91/81975/1.jpg?8512"
Women Sexy Floral Printed Push Up Pads Beachwear 2PCS Swimsuit Bikini Set,1319,"https://ke.jumia.is/R9v0l1ccqGjkLKMfqImVhWzBgUY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/88/71975/1.jpg?8507"
"Women Triangle Solid Color No Steel Prop Bikini Swimsuits Swimming Suit with Chest Pad, Size: L()",1716,"https://ke.jumia.is/knPvxFVnUGjFFDh5PFXi7FpvJyI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/56/29675/1.jpg?8197"
"3 PCS Women Fashion One Piece Seamless Low-waisted Underwear Ice Silk + Cotton Pure Color Camelflage Panties, Free Size (White)",2399,"https://ke.jumia.is/Tdm561WIcSUqltJYDIJiHcB_cyQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/73/08675/1.jpg?7943"
"Women Wire-free Seamless Sexy Pushup Detachable Strap Contour Bra, Size: 80A (Flesh Color)",3599,"https://ke.jumia.is/den_e_aqhNAH4rVQYJs2zguXdi4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/08675/1.jpg?7943"
"Women Fashion Sexy Simple Style Sleeveless Short Dress, Size: XXXXL(Yellow)",3199,"https://ke.jumia.is/K5A6zU6x6V5u7Xb-mG349rP28Xs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/97/07675/1.jpg?7724"
"Women Sexy Slim Lace Spell Chiffon Back Zipper Evening Dress, Size: XL(Blue)",4799,"https://ke.jumia.is/_WOt2diNDyEcj48vOhFqKyVS298=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/26/35675/1.jpg?7336"
Womens Lady Casual Merica American Flag Sleeveless Cami Tank Vest Green S,916,"https://ke.jumia.is/u-MLshzTkABn7UFbenoxrR7L3xM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/25/76375/1.jpg?8511"
New Women Long Sleeve Cardigan Casual Blazer Jacket Coat Outwear Solid M Brown,1309,"https://ke.jumia.is/OASyExjq4pxTruKgR07L38QR4eY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/70/52275/1.jpg?1010"
Womens Camouflage Short Sleeve V Neck Lace Up Sexy Tops Loose T Shirt 3XL,1034,"https://ke.jumia.is/A4PebG3NdWu__Xe6tTYisI3NYTo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/07/12275/1.jpg?0505"
"Women Fashion Sexy Round Collar Short Sleeved Pocket Dress, Size: S(Green)",1477,"https://ke.jumia.is/r_OH9X2fUPV__T6tbt08-fG2wx4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/04/06865/1.jpg?0975"
"Women Fashion Style Loose Irregular Long Sleeve Blouse, Size: M(Purple)",1399,https://www.jumia.co.ke/images/local/placeholder/placeholder_m_1.jpg
"Unisex Cotton Blank Round Neck Short Sleeve Solid Color Slim Tops Advertising T-shirt, (Receive Pictures Customization), Size: 3XL (Orange)",2099,https://www.jumia.co.ke/images/local/placeholder/placeholder_m_1.jpg
"2018 Spring Female Retro Hepburn Style Rose Pattern Expansion Skirts Sleeveless Printed Wrapped Chest Dress, Size: 2XL(Blue)",799,"https://ke.jumia.is/PvqVoqqC6OUHGJvawD7JEvglZO4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/54865/1.jpg?0553"
"Style Female European And American Sexy V Neck Long Sleeve Chiffon Blouse, Size: 5XL (Peacock Blue)",1199,"https://ke.jumia.is/OpOky0ZSs98YfCYU1SOCWFdrqgA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/84/34865/1.jpg?0494"
"Women Fashion Leisure Style LOVE Number Pattern Long Sleeve Sweater, Size: XXL(Magenta)",1599,"https://ke.jumia.is/_CF9wgpiHYhKnXKNPTtroLZwZW0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/48/04865/1.jpg?0415"
"Women Fashion Solid Color Slim Elegant Lapel Long Sleeve Suit Coat, Size: 2XL(White)",2399,"https://ke.jumia.is/hOH9x63grgvh8HRhIHLwK8cGMbY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/72865/1.jpg?9817"
"Women Summer Candy Color Chiffon Vest, Size: L(Light Green)",2199,"https://ke.jumia.is/eF6DhHcMaTCHMLudJ4pUqyjVfxk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/23/31865/1.jpg?9216"
Women Leaf Print Off Shoulder Romper - Blue,3299,"https://ke.jumia.is/qdMhuOrs4VEaiYOGiXKrT1_PT9E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/85/55665/1.jpg?2870"
Vintage Sleeveless Printed Fit and Flare Dress -PURPLE,3099,"https://ke.jumia.is/YbJXrKZsh8QOyHBa3TJ2_iEBqPg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/90/2248/1.jpg?5667"
European&American Vintage Painting V-Neck Sexy Dress Long Sleeve Knitting Lady Dress Floral Retro Women Dress Tube Dress （China Size）,4699,"https://ke.jumia.is/dw94BLvkM637EKg5Yq4emwzn_Wc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/96875/1.jpg?1654"
Hequeen Women Fashion Europe Collar Skirt Print Dress Bohemian Beach Dress,826,"https://ke.jumia.is/A063DYUs--W15DK8mza0qkx_8Js=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/11/39775/1.jpg?1058"
"Women Fashion Summer Elegant Bohemian Color Flower Printing Chiffon Wrap Beach Dress, Size: M(White)",1180,"https://ke.jumia.is/DxRkUICSSrXG04AZhQW6csul4V8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/40/69675/1.jpg?8274"
"Towel Hanging Neck Wrapped Chest Thoracic Hanging Breast Solid Color Wireless Bra Halter Big Breathable Bath Towel Soft Comfort Underwear Bras, Size: L, Suitable for F-H Cup(Light Grey)",1784,"https://ke.jumia.is/4E4xYyq6BhL-7IRH_52YCj-eS1E=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/47/09675/1.jpg?8160"
Not Today Satan Women Ladies Summer Casual Tank Top Sleeveless Vest L Blue,2549,"https://ke.jumia.is/Li2IkSarDMf68rXfoZYiVwe1vHY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/76/68375/1.jpg?9901"
Tired As A Mother Casual Loose Tee Tops Blouse Short Sleeve Shirt Vest T-shirt,977,"https://ke.jumia.is/GIHJ9Y5LH77RrE6VGqmdmkq4RzM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/27375/1.jpg?8615"
Oversize Women Summer Fashion Dog Mom Printed Loose Top V Neck T-shirt Blouse XL,1396,"https://ke.jumia.is/hAzpBpY-MdRMeExTXqg2jTZk_nI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/58/44375/1.jpg?7056"
Halloween O-Neck Baseball Summer 3/4 Sleeve Women Splicing Top T-Shirts,1399,"https://ke.jumia.is/c8AVBpEB9O51AWYsCyQDE-eTJH8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/94/65175/1.jpg?8029"
"Women Fashion Style Loose Irregular Long Sleeve Blouse, Size: S(Red)",2099,"https://ke.jumia.is/U0QAeXiz6D8qgBQnNQ3_7t_2dlA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/80/95865/1.jpg?0930"
"Female European And American High-end Sexy Deep V Neck Middle Sleeve Zipper Long Dresses, Size: 2XL (Black)",2799,"https://ke.jumia.is/3YnIHFlM-st-WThZdXe4TDdhySg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/70/25865/1.jpg?0734"
"Women Fashion Style Loose Irregular Long Sleeve Blouse, Size: S(Wine Red)",4199,"https://ke.jumia.is/Z36dpZIDPGLVU5bfVSeUpA51NJ8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/59/15865/1.jpg?0732"
"Women Fashion Leisure Style LOVE Number Pattern Long Sleeve Sweater, Size: XXL(Wine Red)",1399,"https://ke.jumia.is/ithOY-RG0d3mVkmUCSQS-9EG4qQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/22/34865/1.jpg?0484"
Hequeen Fashion O-neck Half Sleeve Slim Lady Dress Holiday Beach Dress  Purple,1035,"https://ke.jumia.is/kcOsCXlfsy-UQ6bOti-SsTrZ6xE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/98/69775/1.jpg?1201"
"Female European and American Sexy V Neck Short Sleeve Milk Silk Solid Color Slim Tops T-shirt, Size: L (Blue)",2070,"https://ke.jumia.is/C6BMCthG98gzQEnCAZCkYLBKpRI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/75/56675/1.jpg?7601"
"Women Autumn Green Lace Stitching Style Long Gauze Dress Evening Dress, Size: M",999,"https://ke.jumia.is/mycSH8i-9qY67aSCEemIL4j8RBc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/97/15675/1.jpg?7305"
"European and American Style Loose Comfortable Plumpy Female Irregular Slimming Dress, Size: 2XL(Green)",1499,"https://ke.jumia.is/p-bwp7l7-JGNPENBm8ReaiTREMM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/36/44675/1.jpg?7140"
"Woman Summer Sheer Half Sleeve Irregular Hem Flower Print Dress, Size: L",3199,"https://ke.jumia.is/ytTI6L7n6l4RKTBLzsCTM_qF5Mc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/84/24675/1.jpg?7089"
Sleeveless Trench Coat,4799,"https://ke.jumia.is/KFH5582cDyEA1Zo4jBg73FPq2bs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/54/84175/1.jpg?4636"
European&American Summer Beach Dress Sexy Backless Dresses Hanging Neck Dress Pleated  Long Dress Back Side With Stripes Dress (China Size),2899,"https://ke.jumia.is/7bUZJEJT3SHD_qLBlsKoftR-m1o=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/86875/1.jpg?1538"
Hequeen Summer Candy Colors Off-shoulder Loose Lotus Leaf Sleeve Chiffon Dress Fuchsia,4399,"https://ke.jumia.is/P3V7XZqVMdawnoF2_oT8f8mfKwM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/69775/1.jpg?1174"
"3 PCS Women Fashion Jacquard Seamless Sexy Underwear Sports Elastic Low-waisted Triangle Panties, Free Size (White)",2799,"https://ke.jumia.is/H4J0Qswz7AYZIsVJ7-uzGSAtVKc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/48/00775/1.jpg?8377"
"Women Fashion Sexy Sweety Braces Lace Sandy Beach Long Dress, Size: L(Dark Blue)",4199,"https://ke.jumia.is/NS7un3Sy1MWySHp__K_8qNV22Oo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/73/94675/1.jpg?7247"
New Women Dress Pleated Mesh Short Skirt Perspective Hollow Puff Lattice Organza Joker Skirt （China Size）,4099,"https://ke.jumia.is/yLKb0IEGGzfouS-zyPHrLj_IeOU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/10/44055/1.jpg?5682"
